isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0544104404,9780544104402,HOW CHILDREN SUCCEED,Paul Tough,11,44,http://www.amazon.com/How-Children-Succeed-Curiosity-Character/dp/0544104404?tag=NYTBS-20,paperback-nonfiction,An argument that character matters more than intelligence.,2014-05-18
0804171351,9780804171359,ASSHOLES,Aaron James,12,1,http://www.amazon.com/Assholes-A-Theory-Aaron-James/dp/0385535651?tag=NYTBS-20,paperback-nonfiction,"A taxonomy of the title group, and a tour of history's well-known examples.",2014-05-18
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,13,161,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,A woman's cancer cells were cultured without permission in 1951.,2014-05-18
0143125338,9780143125334,COOKED,Michael Pollan,14,1,http://www.amazon.com/Cooked-A-Natural-History-Transformation/dp/1594204217?tag=NYTBS-20,paperback-nonfiction,"A celebration of braising, baking, grilling and fermenting.",2014-05-18
014312532X,9780143125327,BUNKER HILL,Nathaniel Philbrick,15,1,http://www.amazon.com/Bunker-Hill-City-Siege-Revolution/dp/0670025445?tag=NYTBS-20,paperback-nonfiction,An examination of the battle that ignited a revolution.,2014-05-18
0316056898,9780316056892,BOSSYPANTS,Tina Fey,16,109,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,A memoir from the creator of “30 Rock.”,2014-05-18
0316240052,9780316240055,THE MONUMENTS MEN,Robert M Edsel with Bret Witter,17,20,http://www.amazon.com/The-Monuments-Men-Greatest-Treasure-ebook/dp/B002LHRLNE?tag=NYTBS-20,paperback-nonfiction,Following an Allied group that recovered artworks taken by the Nazis.,2014-05-18
074324754X,9780743247542,THE GLASS CASTLE,Jeannette Walls,18,348,http://www.amazon.com/The-Glass-Castle-A-Memoir/dp/074324754X?tag=NYTBS-20,paperback-nonfiction,"The author recalls her bizarre childhood, during which she was constantly on the move.",2014-05-18
1451617534,9781451617535,THE GIRLS OF ATOMIC CITY,Denise Kiernan,19,8,http://www.amazon.com/The-Girls-Atomic-City-Untold-ebook/dp/B008J4GTU4?tag=NYTBS-20,paperback-nonfiction,"During World War II, thousands of women took jobs in Oak Ridge, Tenn., where uranium was enriched for the first atomic bomb.",2014-05-18
0143124986,9780143124986,GIVE AND TAKE,Adam Grant,20,2,http://www.amazon.com/Give-Take-Revolutionary-Approach-Success/dp/0670026557?tag=NYTBS-20,paperback-nonfiction,A Wharton professor’s research discloses that success depends on how we interact with others.  ,2014-05-18
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,1,182,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,paperback-nonfiction,A boy's encounter with Jesus and the angels; the basis of the movie.,2014-05-25
1476773882,9781476773889,CONFORM,"Glenn Beck, Kevin Balfe and Kyle Olson",2,1,http://www.amazon.com/Conform-Exposing-Common-Public-Education-ebook/dp/B00GEEB1S6?tag=NYTBS-20,paperback-nonfiction,A call for refocused priorities in American public education.,2014-05-25
081297932X,9780812979329,BEHIND THE BEAUTIFUL FOREVERS,Katherine Boo,3,5,http://www.amazon.com/Behind-Beautiful-Forevers-Mumbai-Undercity/dp/081297932X?tag=NYTBS-20,paperback-nonfiction,A journalist reports on the lives of families striving to improve their lot in a Mumbai slum.,2014-05-25
1451695195,9781451695199,PROOF OF HEAVEN,Eben Alexander,4,81,http://www.amazon.com/Proof-Heaven-Neurosurgeons-Journey-Afterlife/dp/1451695195?tag=NYTBS-20,paperback-nonfiction,A neurosurgeon recounts his near death experience during a coma.,2014-05-25
0316017930,9780316017930,OUTLIERS,Malcolm Gladwell,5,153,http://www.amazon.com/Outliers-Story-Success-Malcolm-Gladwell/dp/0316017930?tag=NYTBS-20,paperback-nonfiction,Why some people succeed.,2014-05-25
081298160X,9780812981605,THE POWER OF HABIT,Charles Duhigg,6,18,http://www.amazon.com/The-Power-Habit-What-Business/dp/081298160X?tag=NYTBS-20,paperback-nonfiction,"The science behind how we form, and break, habits. ",2014-05-25
0425255735,9780425255735,A HIGHER CALL,Adam Makos with Larry Alexander,7,1,http://www.amazon.com/Higher-Call-Incredible-Chivalry-War-Torn/dp/0425255735?tag=NYTBS-20,paperback-nonfiction,A German fighter pilot aids an American bomber during World War II.,2014-05-25
0307352153,9780307352156,QUIET,Susan Cain,8,67,http://www.amazon.com/Quiet-Power-Introverts-World-Talking-ebook/dp/B004J4WNL2?tag=NYTBS-20,paperback-nonfiction,Introverts are undervalued in American society.,2014-05-25
0316324108,9780316324106,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson,9,108,http://www.amazon.com/Lone-Survivor-Eyewitness-Account-Operation/dp/0316067601?tag=NYTBS-20,paperback-nonfiction,A harrowing Navy SEALs operation.,2014-05-25
0385523394,9780385523394,ORANGE IS THE NEW BLACK,Piper Kerman,10,41,http://www.amazon.com/Orange-Is-New-Black-Womens-ebook/dp/B0036S4B6M?tag=NYTBS-20,paperback-nonfiction,A memoir about a year in a women’s prison. The basis for the Netflix series.,2014-05-25
1400052181,9781400052189,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,11,162,http://www.amazon.com/The-Immortal-Life-Henrietta-Lacks/dp/1400052181?tag=NYTBS-20,paperback-nonfiction,A woman's cancer cells were cultured without her permission in 1951.,2014-05-25
0804171351,9780804171359,ASSHOLES,Aaron James,12,2,http://www.amazon.com/Assholes-A-Theory-Aaron-James/dp/0385535651?tag=NYTBS-20,paperback-nonfiction,"A taxonomy of the title group, and a tour of history's well-known examples.",2014-05-25
0307476073,9780307476074,WILD,Cheryl Strayed,13,59,http://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,paperback-nonfiction,A life-changing hike along the Pacific Crest Trail.,2014-05-25
1451621388,9781451621389,BRAIN ON FIRE,Susannah Cahalan,14,36,http://www.amazon.com/Brain-Fire-My-Month-Madness/dp/1451621388?tag=NYTBS-20,paperback-nonfiction,"Doctors struggle to discover why a young reporter suddenly experiences seizures, hallucinations and eventually near catatonia.",2014-05-25
0060731338,9780060731335,FREAKONOMICS,Steven D Levitt and Stephen J Dubner,15,110,http://www.amazon.com/Freakonomics-Revised-Expanded-Economist-Everything/dp/0061234001?tag=NYTBS-20,paperback-nonfiction,How to apply economic theory to almost everything.,2014-05-25
0544104404,9780544104402,HOW CHILDREN SUCCEED,Paul Tough,16,45,http://www.amazon.com/How-Children-Succeed-Curiosity-Character/dp/0544104404?tag=NYTBS-20,paperback-nonfiction,An argument that character matters more than intelligence.,2014-05-25
0316056898,9780316056892,BOSSYPANTS,Tina Fey,17,110,http://www.amazon.com/Bossypants-Tina-Fey/dp/0316056898?tag=NYTBS-20,paperback-nonfiction,A memoir from the creator of “30 Rock.”,2014-05-25
0374533555,9780374533557,"THINKING, FAST AND SLOW",Daniel Kahneman,18,58,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBS-20,paperback-nonfiction,How we make choices in business and personal life.,2014-05-25
0143123254,9780143123255,CALL THE MIDWIFE,Jennifer Worth,19,3,http://www.amazon.com/Call-Midwife-Workhouse-Jennifer-Worth/dp/0062270044?tag=NYTBS-20,paperback-nonfiction,"A memoir from a midwife who worked alongside nuns, delivering babies in 1950s London.",2014-05-25
0143125338,9780143125334,COOKED,Michael Pollan,20,2,http://www.amazon.com/Cooked-A-Natural-History-Transformation/dp/1594204217?tag=NYTBS-20,paperback-nonfiction,"A celebration of braising, baking, grilling and fermenting.",2014-05-25
0849946158,9780849946158,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent,1,183,http://www.amazon.com/Heaven-Real-Little-Astounding-Story-ebook/dp/B004A90BXS?tag=NYTBS-20,paperback-nonfiction,A boy's encounter with Jesus and the angels; the basis of the movie.,2014-06-01
1476773882,9781476773889,CONFORM,"Glenn Beck, Kevin Balfe and Kyle Olson",2,2,http://www.amazon.com/Conform-Exposing-Common-Public-Education-ebook/dp/B00GEEB1S6?tag=NYTBS-20,paperback-nonfiction,A call for refocused priorities in American public education.,2014-06-01
